IP	Time	URL	Status
10.131.2.1	[29/Nov/2017:15:40:31	GET /officialopening.php	200
10.131.2.1	[29/Nov/2017:15:40:33	GET /officialopening.php	200
10.131.2.1	[29/Nov/2017:15:40:42	GET /officialopening.php	200
10.131.2.1	[29/Nov/2017:15:40:48	GET /officialopening.php	200
10.131.2.1	[29/Nov/2017:15:40:49	GET /officialopening.php	200
10.131.2.1	[29/Nov/2017:15:40:53	GET /officialopening.php	200
10.131.2.1	[29/Nov/2017:15:40:56	GET /index.html	200
10.131.0.1	[29/Nov/2017:15:41:03	GET /index.html	302
41.223.74.156	[29/Nov/2017:15:41:04	GET /index.html	200
10.129.2.1	[29/Nov/2017:15:41:25	GET /index.html	302
10.131.0.1	[29/Nov/2017:15:41:26	GET /index.html	200
10.131.0.1	[29/Nov/2017:15:41:34	GET /index.html	302
10.129.2.1	[29/Nov/2017:15:41:35	GET /index.html	200
10.129.2.1	[29/Nov/2017:15:41:52	GET /index.html	200
10.129.2.1	[29/Nov/2017:15:41:55	GET /searchsports.php	302
10.131.2.1	[29/Nov/2017:15:41:55	GET /searchsports.php	200
10.131.2.1	[29/Nov/2017:15:42:00	GET /searchsports.php	200
10.131.2.1	[29/Nov/2017:15:42:03	GET /searchsports.php	200
10.131.2.1	[29/Nov/2017:15:42:11	GET /searchsports.php	200
10.131.2.1	[29/Nov/2017:15:42:19	GET /searchsports.php	200
10.130.2.1	[29/Nov/2017:15:43:33	GET /searchsports.php	200
10.130.2.1	[29/Nov/2017:15:43:36	GET /searchsports.php	302
10.129.2.1	[29/Nov/2017:15:43:37	GET /searchsports.php	200
10.129.2.1	[29/Nov/2017:15:43:40	GET /searchsports.php	200
10.129.2.1	[29/Nov/2017:15:43:42	GET /searchsports.php	200
10.129.2.1	[29/Nov/2017:15:43:55	GET /searchsports.php	200
10.128.2.1	[29/Nov/2017:15:56:11	GET /searchsports.php	200
10.128.2.1	[29/Nov/2017:15:56:15	GET /searchsports.php	302
10.131.0.1	[29/Nov/2017:15:56:16	GET /searchsports.php	200
10.131.0.1	[29/Nov/2017:15:56:21	GET /searchsports.php	200
10.131.0.1	[29/Nov/2017:15:56:38	GET /searchsports.php	302
10.129.2.1	[29/Nov/2017:15:56:39	GET /searchsports.php	200
10.129.2.1	[29/Nov/2017:15:56:44	GET /searchsports.php	200
10.131.2.1	[29/Nov/2017:16:08:00	GET /searchsports.php	302
10.129.2.1	[29/Nov/2017:16:08:00	GET /searchsports.php	200
10.129.2.1	[29/Nov/2017:16:08:06	GET /searchsports.php	200
10.131.2.1	[29/Nov/2017:16:14:46	GET /searchsports.php	200
41.223.74.156	[29/Nov/2017:16:14:53	GET /searchsports.php	200
10.131.2.1	[29/Nov/2017:16:15:02	GET /searchsports.php	200
10.131.2.1	[29/Nov/2017:16:15:06	GET /searchsports.php	200
10.131.2.1	[29/Nov/2017:16:15:10	GET /searchsports.php	200
10.131.2.1	[29/Nov/2017:16:15:33	GET /searchsports.php	200
10.131.2.1	[29/Nov/2017:16:15:36	GET /searchsports.php	200
10.131.2.1	[29/Nov/2017:16:15:40	GET /searchsports.php	200
10.131.2.1	[29/Nov/2017:16:15:42	GET /searchsports.php	200
10.131.2.1	[29/Nov/2017:16:15:45	GET /searchsports.php	200
41.223.74.156	[29/Nov/2017:16:15:50	GET /searchsports.php	302
10.131.2.1	[29/Nov/2017:16:15:51	GET /searchsports.php	200
10.131.2.1	[29/Nov/2017:16:15:56	GET /searchsports.php	200
10.131.0.1	[29/Nov/2017:16:18:05	GET /searchsports.php	200
10.131.0.1	[29/Nov/2017:16:18:12	GET /index.html	302
10.131.2.1	[29/Nov/2017:16:18:13	GET /index.html	200
10.131.2.1	[29/Nov/2017:16:18:16	GET /index.html	200
10.131.2.1	[29/Nov/2017:16:21:26	GET /index.html	200
10.131.0.1	[29/Nov/2017:16:21:36	GET /index.html	302
10.131.0.1	[29/Nov/2017:16:21:37	GET /index.html	200
10.131.0.1	[29/Nov/2017:16:21:37	GET /index.html	200
10.131.2.1	[29/Nov/2017:16:21:37	GET /index.html	200
10.130.2.1	[29/Nov/2017:16:21:37	GET /index.html	200
10.131.2.1	[29/Nov/2017:16:21:38	GET /index.html	200
10.131.0.1	[29/Nov/2017:16:21:38	GET /index.html	200
10.130.2.1	[29/Nov/2017:16:21:38	GET /index.html	200
10.131.2.1	[29/Nov/2017:16:21:38	GET /index.html	200
10.130.2.1	[29/Nov/2017:16:21:38	GET /index.html	200
10.131.2.1	[29/Nov/2017:16:21:41	GET /index.html	302
10.131.0.1	[29/Nov/2017:16:21:42	GET /index.html	200
10.131.2.1	[29/Nov/2017:16:21:42	GET /index.html	302
10.131.2.1	[29/Nov/2017:16:21:42	GET /index.html	200
10.129.2.1	[29/Nov/2017:16:21:42	GET /index.html	200
10.131.0.1	[29/Nov/2017:16:21:43	GET /index.html	200
10.128.2.1	[29/Nov/2017:16:21:43	GET /index.html	200
10.129.2.1	[29/Nov/2017:16:21:43	GET /index.html	200
10.131.2.1	[29/Nov/2017:16:21:43	GET /index.html	200
10.131.2.1	[29/Nov/2017:16:21:44	GET /logout.php	200
10.129.2.1	[29/Nov/2017:16:21:44	GET /logout.php	200
10.128.2.1	[29/Nov/2017:16:21:44	GET /logout.php	200
10.131.2.1	[29/Nov/2017:16:21:44	GET /logout.php	200
10.131.0.1	[29/Nov/2017:16:21:44	GET /logout.php	200
10.131.2.1	[29/Nov/2017:16:21:44	GET /logout.php	200
10.129.2.1	[29/Nov/2017:16:21:44	GET /logout.php	200
10.131.2.1	[29/Nov/2017:16:21:44	GET /logout.php	200
10.131.0.1	[29/Nov/2017:16:21:44	GET /logout.php	200
10.129.2.1	[29/Nov/2017:16:21:45	GET /logout.php	200
10.131.2.1	[29/Nov/2017:16:21:45	GET /logout.php	200
10.131.0.1	[29/Nov/2017:16:21:45	GET /logout.php	200
10.131.0.1	[29/Nov/2017:16:21:47	GET /logout.php	302
41.223.74.156	[29/Nov/2017:16:21:48	GET /logout.php	200
10.131.0.1	[29/Nov/2017:16:21:49	GET /logout.php	200
10.128.2.1	[29/Nov/2017:16:21:57	GET /logout.php	200
10.128.2.1	[29/Nov/2017:16:22:07	GET /logout.php	200
10.131.0.1	[29/Nov/2017:16:22:20	GET /logout.php	302
10.130.2.1	[29/Nov/2017:16:22:20	GET /logout.php	200
2.16.19.255	[29/Nov/2017:16:22:24	GET /logout.php	200
10.128.2.1	[29/Nov/2017:16:22:31	GET /logout.php	302
10.128.2.1	[29/Nov/2017:16:22:31	GET /logout.php	200
10.128.2.1	[29/Nov/2017:16:22:32	GET /logout.php	200
2.16.19.255	[29/Nov/2017:16:22:32	GET /logout.php	200
10.131.0.1	[29/Nov/2017:16:22:38	GET /index.html	302
10.129.2.1	[29/Nov/2017:16:22:39	GET /index.html	200
10.129.2.1	[29/Nov/2017:16:22:39	GET /index.html	200
2.16.19.255	[29/Nov/2017:16:22:39	GET /index.html	200
10.130.2.1	[29/Nov/2017:16:22:39	GET /index.html	200
10.130.2.1	[29/Nov/2017:16:22:41	GET /index.html	200
10.131.2.1	[29/Nov/2017:16:22:41	GET /index.html	200
10.131.0.1	[29/Nov/2017:16:22:41	GET /index.html	200
10.129.2.1	[29/Nov/2017:16:22:41	GET /index.html	200
10.131.0.1	[29/Nov/2017:16:22:43	GET /index.html	200
10.131.0.1	[29/Nov/2017:16:22:51	GET /index.html	302
10.129.2.1	[29/Nov/2017:16:22:51	GET /index.html	200
10.128.2.1	[29/Nov/2017:16:22:52	GET /index.html	200
10.128.2.1	[29/Nov/2017:16:22:56	GET /index.html	302
41.223.74.156	[29/Nov/2017:16:22:57	GET /index.html	302
10.131.0.1	[29/Nov/2017:16:22:57	GET /index.html	200
10.131.0.1	[29/Nov/2017:16:22:59	GET /index.html	200
10.129.2.1	[29/Nov/2017:16:23:00	GET /index.html	200
10.129.2.1	[29/Nov/2017:16:23:00	GET /index.html	200
10.131.2.1	[29/Nov/2017:16:23:09	GET /index.html	302
10.130.2.1	[29/Nov/2017:16:23:10	GET /index.html	200
10.130.2.1	[29/Nov/2017:16:23:11	GET /index.html	200
10.131.2.1	[29/Nov/2017:16:23:11	GET /index.html	200
10.131.0.1	[29/Nov/2017:16:23:11	GET /index.html	200
10.131.0.1	[29/Nov/2017:16:23:11	GET /index.html	200
10.129.2.1	[29/Nov/2017:16:23:11	GET /index.html	200
10.128.2.1	[29/Nov/2017:16:23:11	GET /index.html	200
10.131.0.1	[29/Nov/2017:16:23:12	GET /index.html	200
10.131.0.1	[29/Nov/2017:16:23:12	GET /index.html	200
10.129.2.1	[29/Nov/2017:16:23:13	GET /index.html	302
10.129.2.1	[29/Nov/2017:16:23:13	GET /index.html	200
10.130.2.1	[29/Nov/2017:16:23:22	GET /index.html	302
10.131.0.1	[29/Nov/2017:16:23:23	GET /index.html	200
10.131.0.1	[29/Nov/2017:16:23:23	GET /index.html	206
10.131.0.1	[29/Nov/2017:16:23:24	GET /index.html	206
10.131.2.1	[29/Nov/2017:16:23:48	GET /index.html	302
10.130.2.1	[29/Nov/2017:16:23:48	GET /index.html	200
10.130.2.1	[29/Nov/2017:16:23:49	GET /index.html	200
10.131.2.1	[29/Nov/2017:16:23:49	GET /index.html	200
2.16.19.255	[29/Nov/2017:16:23:49	GET /index.html	200
10.130.2.1	[29/Nov/2017:16:23:50	GET /index.html	200
10.131.0.1	[29/Nov/2017:16:23:50	GET /index.html	200
10.129.2.1	[29/Nov/2017:16:23:51	GET /index.html	200
10.129.2.1	[29/Nov/2017:16:23:51	GET /index.html	200
2.16.19.255	[29/Nov/2017:16:23:51	GET /index.html	200
10.130.2.1	[29/Nov/2017:16:23:56	GET /index.html	200
10.129.2.1	[29/Nov/2017:16:28:11	GET /index.html	302
10.129.2.1	[29/Nov/2017:16:28:11	GET /searchsports.php	200
10.129.2.1	[29/Nov/2017:16:28:12	GET /searchsports.php	200
10.131.2.1	[29/Nov/2017:16:28:12	GET /searchsports.php	200
10.130.2.1	[29/Nov/2017:16:28:12	GET /searchsports.php	200
10.129.2.1	[29/Nov/2017:16:28:12	GET /searchsports.php	200
10.131.2.1	[29/Nov/2017:16:28:12	GET /searchsports.php	200
10.131.2.1	[29/Nov/2017:16:28:13	GET /searchsports.php	200
10.129.2.1	[29/Nov/2017:16:28:13	GET /searchsports.php	200
10.130.2.1	[29/Nov/2017:16:28:13	GET /searchsports.php	200
10.129.2.1	[29/Nov/2017:16:28:21	GET /searchsports.php	200
10.129.2.1	[29/Nov/2017:16:28:40	GET /searchsports.php	200
10.129.2.1	[29/Nov/2017:16:29:12	GET /searchsports.php	200
10.130.2.1	[29/Nov/2017:16:37:50	GET /searchsports.php	302
10.130.2.1	[29/Nov/2017:16:37:51	GET /searchsports.php	200
10.130.2.1	[29/Nov/2017:16:37:51	GET /searchsports.php	302
10.130.2.1	[29/Nov/2017:16:37:51	GET /searchsports.php	200
10.130.2.1	[29/Nov/2017:16:37:54	GET /searchsports.php	302
10.131.2.1	[29/Nov/2017:16:37:54	GET /searchsports.php	200
10.131.2.1	[29/Nov/2017:16:38:16	GET /searchsports.php	200
10.131.2.1	[29/Nov/2017:16:38:27	GET /searchsports.php	200
10.131.2.1	[29/Nov/2017:16:38:30	GET /searchsports.php	200
10.131.2.1	[29/Nov/2017:16:40:36	GET /searchsports.php	302
10.131.2.1	[29/Nov/2017:16:40:44	GET /searchsports/schedules.php	200
10.129.2.1	[29/Nov/2017:16:40:45	GET /searchsports/schedules.php	200
10.131.2.1	[29/Nov/2017:16:40:45	GET /searchsports/schedules.php	200
10.131.0.1	[29/Nov/2017:16:43:36	GET /searchsports/schedules.php	302
10.131.0.1	[29/Nov/2017:16:43:37	GET /searchsports/schedules.php	200
10.131.0.1	[29/Nov/2017:16:43:40	GET /searchsports/schedules.php	200
10.131.0.1	[29/Nov/2017:16:43:48	GET /searchsports/schedules.php	200
10.131.0.1	[29/Nov/2017:16:43:54	GET /searchsports/schedules.php	200
10.131.0.1	[29/Nov/2017:16:44:05	GET /searchsports/schedules.php	302
10.129.2.1	[29/Nov/2017:16:44:06	GET /searchsports/schedules.php	200
2.16.19.255	[29/Nov/2017:16:44:17	GET /searchsports/schedules.php	200
10.129.2.1	[29/Nov/2017:16:44:21	GET /searchsports/schedules.php	200
10.129.2.1	[29/Nov/2017:16:44:25	GET /searchsports/schedules.php	200
10.129.2.1	[29/Nov/2017:16:44:34	GET /searchsports/schedules.php	200
10.129.2.1	[29/Nov/2017:16:44:41	GET /searchsports/schedules.php	302
10.131.2.1	[29/Nov/2017:16:44:43	GET /searchsports/schedules.php	200
10.128.2.1	[29/Nov/2017:16:45:00	GET /searchsports/schedules.php	302
10.128.2.1	[29/Nov/2017:16:45:00	GET /searchsports/schedules.php	200
10.128.2.1	[29/Nov/2017:16:45:01	GET /searchsports/schedules.php	200
10.131.2.1	[29/Nov/2017:16:45:01	GET /searchsports/schedules.php	200
10.131.2.1	[29/Nov/2017:16:45:01	GET /searchsports/schedules.php	200
10.131.2.1	[29/Nov/2017:16:45:02	GET /searchsports/schedules.php	200
10.129.2.1	[29/Nov/2017:16:45:02	GET /searchsports/schedules.php	200
10.130.2.1	[29/Nov/2017:16:45:02	GET /searchsports/schedules.php	200
10.131.2.1	[29/Nov/2017:16:45:02	GET /searchsports/schedules.php	200
10.131.2.1	[29/Nov/2017:16:45:02	GET /searchsports/schedules.php	200
10.128.2.1	[29/Nov/2017:16:45:06	GET /searchsports/schedules.php	200
10.130.2.1	[29/Nov/2017:16:45:40	GET /searchsports/schedules.php	302
10.130.2.1	[29/Nov/2017:16:45:41	GET /searchsports/schedules.php	200
10.130.2.1	[29/Nov/2017:16:45:56	GET /searchsports/schedules.php	302
10.130.2.1	[29/Nov/2017:16:45:56	GET /searchsports/schedules.php	200
10.130.2.1	[29/Nov/2017:16:46:06	GET /searchsports/schedules.php	302
10.130.2.1	[29/Nov/2017:16:46:07	GET /searchsports/schedules.php	200
10.130.2.1	[29/Nov/2017:16:46:17	GET /searchsports/schedules.php	302
10.128.2.1	[29/Nov/2017:16:46:19	GET /searchsports/schedules.php	200
10.128.2.1	[29/Nov/2017:16:46:29	GET /searchsports/schedules.php	302
10.128.2.1	[29/Nov/2017:16:46:29	GET /searchsports/schedules.php	200
5.59.180.0	[29/Nov/2017:17:00:05	GET /searchsports/schedules.php	302
10.130.2.1	[29/Nov/2017:17:00:06	GET /searchsports/schedules.php	200
5.59.180.0	[29/Nov/2017:17:00:06	GET /searchsports/schedules.php	200
10.130.2.1	[29/Nov/2017:17:00:06	GET /searchsports/schedules.php	200
10.131.0.1	[29/Nov/2017:17:00:06	GET /searchsports/schedules.php	200
5.59.180.0	[29/Nov/2017:17:00:06	GET /searchsports/schedules.php	200
10.129.2.1	[29/Nov/2017:17:00:06	GET /searchsports/schedules.php	200
10.128.2.1	[29/Nov/2017:17:00:06	GET /searchsports/schedules.php	200
5.59.180.0	[29/Nov/2017:17:00:08	GET /searchsports/schedules.php	200
10.128.2.1	[29/Nov/2017:17:00:08	GET /searchsports/schedules.php	200
10.131.2.1	[29/Nov/2017:17:01:06	GET /searchsports/schedules.php	200
10.130.2.1	[29/Nov/2017:17:24:02	GET /searchsports/schedules.php	302
2.16.19.255	[29/Nov/2017:17:24:02	GET /searchsports/schedules.php	200
2.16.19.255	[29/Nov/2017:17:24:03	GET /searchsports/schedules.php	200
2.16.19.255	[29/Nov/2017:17:24:03	GET /searchsports/schedules.php	200
10.129.2.1	[29/Nov/2017:17:24:03	GET /searchsports/schedules.php	200
10.130.2.1	[29/Nov/2017:17:24:03	GET /searchsports/schedules.php	200
10.131.0.1	[29/Nov/2017:17:24:03	GET /searchsports/schedules.php	200
10.131.2.1	[29/Nov/2017:17:24:03	GET /searchsports/schedules.php	200
10.131.2.1	[29/Nov/2017:17:24:03	GET /searchsports/schedules.php	200
10.131.0.1	[29/Nov/2017:17:24:04	GET /searchsports/schedules.php	200
10.128.2.1	[29/Nov/2017:17:24:08	GET /searchsports/schedules.php	200
10.131.0.1	[29/Nov/2017:17:25:09	GET /searchsports/schedules.php	200
10.131.0.1	[29/Nov/2017:17:25:12	GET /searchsports/schedules.php	200
10.130.2.1	[29/Nov/2017:17:30:21	GET /searchsports/schedules.php	200
10.131.2.1	[29/Nov/2017:17:31:21	GET /searchsports/schedules.php	200
10.128.2.1	[29/Nov/2017:17:32:02	GET /searchsports/schedules.php	302
10.128.2.1	[29/Nov/2017:17:32:04	GET /searchsports/schedules.php	200
10.129.2.1	[29/Nov/2017:17:32:16	GET /searchsports/schedules.php	302
10.129.2.1	[29/Nov/2017:17:32:16	GET /searchsports/schedules.php	200
10.129.2.1	[29/Nov/2017:17:32:17	GET /searchsports/schedules.php	200
10.131.0.1	[29/Nov/2017:17:32:17	GET /searchsports/schedules.php	200
10.131.0.1	[29/Nov/2017:17:32:43	GET /searchsports/schedules.php	200
10.129.2.1	[29/Nov/2017:17:33:04	GET /searchsports/schedules.php	200
10.130.2.1	[29/Nov/2017:17:34:26	GET /searchsports/schedules.php	200
10.131.2.1	[29/Nov/2017:17:34:32	GET /searchsports/schedules.php	200
10.128.2.1	[29/Nov/2017:17:35:39	GET /searchsports/schedules.php	200
10.128.2.1	[29/Nov/2017:17:35:43	GET /searchsports/schedules.php	200
10.128.2.1	[29/Nov/2017:17:36:02	GET /searchsports/schedules.php	200
10.128.2.1	[29/Nov/2017:17:36:10	GET /searchsports/schedules.php	200
